text,reply count,like count,sentiment,
Jangan pernah berharap mendapat kesejahteraan yg adil dari orang yg sok sok merakyat,0,0,,
Dari film ini saya ambil kesimpulan bahwa kita sebagai masyarakat dunia tidak akan mendapat kesejahteraan yg adil dari pemerintah yg dipimpin oleh siapapun itu kecuali dari siapa siapa yg telah di tentukan Allah SWT. Misalnya imam Mahdi ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,0,0,,
Di menit 18.57 siapa bapak itu klo ada yg tahu keren ðŸ‘ðŸ‘,1,3,,
tempat mandi mandi hantu..wkwkwk,0,1,,
"20 juta lebih kali ditonton. Kalo memang pengen membantu para korban, sumbangin duit hasil dari youtube ini ke mereka.",1,1,,
"Bejat nya mereka, tidak menghiraukan penduduk sekitar",0,0,,
"ayooo kita sebarkan vidio sebanyak mungkin, biar cepat di respon sama pihak berwajib",0,0,,
"Kejam. 
 Rakyat miskin di negri yang kaya",0,0,,
"Gubernurnya bangsat itu..
 Miris lihat nya..",0,0,,
"Pantesan.beras aja diimpor dri luar..mereka punya kepntingan masing2 bkannya membngun malah merusak
 #saveindonesiaku",0,2,,
Yaallah inikah negeriku,0,1,,
siapapun presidenya ia adalah pemeran sexy killers !!,0,0,,
"Dengan caramu beberapa tahu wajah indonesia, semua berkedok karena masyarakat. Namun setidaknya ada banyak cara mengungkap indonesia seperti apa saat ini, salah satunya dengan cara ini. Bravo bang terus lanjutkan giat untuk membuka mata yg selama ini buram.
 
 Bravowatchdog...",0,3,,
"Ada yang bilang
 Ikhlaskan demi kemajuan indonesia",0,0,,
Bukan film horor tapi suka merinding pas nontonðŸ˜¢,0,1,,
"Opini gw sih ini sah sah saja, toh yg punya ini anak indonesia, harusnya yg di bahas tuh frepot aja yg sdh jelas milik orang asing,. Dan kita harus melihat dgn bijak dan harus punya pengatahuan yg luas juga sebelum menanggapi,. Kebayang tuh perusahaan ditutup, berapapengagguran nantinya di indonesia..",0,0,,
Silahkan di download dulu sebelum film ini di hapus dr youtube,0,0,1,
"Bang liput jg tambang nikel, khusus'y morowali n morosi d'sulawesi, liat deh ap yg akn trjadi .",0,0,,
"16.00 mereka tertawa,tawaan mereka merupakan hinaan bagiku",0,0,,
Mau sampe kapan tanah di kerek di ambil batu baranya,0,0,,
gubernurnya ngeselin njirr,0,1,,
"Ternyata Sekarang Bangsa Indonesia di jajah oleh Penguasa , Air Mata rakyat kecil adalah Doa yg Sampai kini Menunggu Keadilan dan Kekuasaan Allah SWT Sang Maha Penguasa Alam dan jagat Raya Beserta isinya yg suatu Hari Insha Allah , akan menghapus Airmata Rakyat menggantikan senyum yg Indah .Tdk Ada yg Mustahil bagi Allah SWT , Aamiin Ya Allahuma Aamiin ðŸ¤²",0,1,,
Inilah konsekuensi dari kebutuhan rakyat... bagai pisau bermata dua... pro dan kontra...,0,0,,
"biadap para pejabat dan anggota,tidak memikir kan dampak nya sama sekaliðŸ˜",0,0,,
"kalimantan hanya tempat mencari uang para orang"" yg hidup di kota jakarta dan sekitar nya,kami orang kalimantan hanya di tinggal kan dampak dan hnya menikmati dampak dari orang"" ibu kotaðŸ‘Œ",0,0,,
Dokumenter yg bagus itu yg membuat penontonnya berpikir dan mempertimbangkan perbuatannya kalo dokumenter yang begini sih cuma buat menggiring opini demi kepentingan salah satu organisasi aktifis,0,0,0,
Sedih stlh nnton ini ðŸ˜¢ di balik kemegahan & kemewahan trdapat banyak korban dari rakyat yg terkena dampak negatif nya ðŸ¥º,0,3,,
"Emang sih difilm sexy killer ini tidak menyudutkan salah satu pihak saja semuanya ada 
 Tapi kalau golput itu salah juga setidaknya carilah pemimpin yang udah gak punya kepentingan pribadinya lagi dia udah sadar melihat rakyatnya banyak yang susah dan sengsara
 Kalau gue milih pemimpin hasil ijtima ulama yang dekat ulama yang 
 Insya Allah akan dibimbing dijalan yang lurus dan benar untuk rakyat bangsa Indonesia yang Adil dan Makmur 
 Aamiin",2,1,,
"Selamat untuk seluruh kru film Sexy Killers. Ini film yang luar biasa, mengingatkan saya pada Indonesia pada era sebelum Jokowi. Kita bebas mengkritik pemerintah, tak ada yang cinta buta kepada pimpinan dst. Sebab memang tak ada pemimpin yang sempurna. Setelah menonton film ini saya berpikir bahwa siapapun presiden terpilih 2019, kita harus siap untuk mengingatkan mereka untuk mengatasi kerusakan2 lingkungan akibat pertambangan batubara dan PLTU. Ohya, jangan lupa tonton video review saya untuk Sexy Killers #sekalianpromosi ðŸ˜",1,1,1,
"Aturan hanya untuk elite elite.
 Penguasa hanya kamu plase untuk usaha.
 #LingkaranHitam",0,0,,
IndonesiakuðŸ˜­dgn film ini saya akan berusaha utk bisa berkontribusi menjaga lingkungan dari skg dan mulai diri sendiri..terimakasih..,0,3,1,
Jawaban gubernurny gokil bget bikin gw gemes..ðŸ˜saking gemesny pengen gw jitak pake palu..wkwkwðŸ˜,0,0,,
Mari bantu share,0,1,1,
#JOKOWIGAGAL,0,0,,
"Watch Doc. Mantap filmnya. Huffff Memang butuh waktu untuk menutup 1 lobang batu bara sm halnya seperti proses pembuatan film 4th lamanya. Namun isi pesan film yg bs ditangkap. Kalau dikelola dengan baik, tentu baik semuanya. Jangankan 280jt. 1M rakyat Indonesia jg bs sejahtera.",0,0,1,
Lebih baik hidup gelap gulita. Makan pke ubi rebus. Mandi di kali. Lmpu pke obor....,0,2,,
"hanya yg *berjiwa super nasionalis sekaligus super agamis* yg akan dgn lantang, penuh kebranian menuntut & *menggilas habis2an* si oknum beserta kroni2 nya dan semua yg terlibat.. 
 krn yg dia takuti hanya GANJARAN/ADZAB YG MAHA MENGERIKAN... 
 
 *sangat tidak mungkin* manusia yg berjiwa sering bohong, sering ingkar mau & mampu mengatasi hal tsb...
 knp begitu???
 seseorang/kelompok yg menjadikan sifat bohong & ingkar suatu kebiasaan/hal sepele, maka *secara automatis* dalam darah daging nya akan tumbuh sifat *munafik*
 suatu sifat yg *sangat mudah* digoda/tergoda untuk BERKHIANAT kepada siapapun, 
 dgn cara apapun, 
 meskipun orang yg sangat dekat dgn nya...
 apa lg yg bukan siapa siapa nya...!!. 
 
 hawa nafsunya *begitu mudah di atur dan di kuasai* si iblis...,
 *lebih mudah* dr pd membalikan tangan.... 
 
 sifat yg begitu mengerikan.. 
 hawa nafsu yg *tidak akan* pernah puas... 
 *semakin menindas* semakin HAUS mencari korban2 selanjutnya...
 
 *jauhi diri & keluarga tercinta* dr manusia/golongan yg terbukti memiliki sifat *sering bohong & ingkar*",0,23,,
"Inilah pemerintah ENDONESA RAYA... 
 semuanya demi kepentingan pribadi... 
 20thn kedepan mungkin sudah tak ada lg lahan sehat, semua sudah tercemar... 
 Tak ada lg sawah atau ladang hijau...",0,2,,
Bangun pltu aja minjam duit china miris,0,0,,
sangat cantik indonesia kita karena yang terlihat hanya wonderful indonesianya saja.tapi di belakang itu semua.WOW,0,0,,
"Cina aja udah ke energi surya dlm muatan baterai, Nonton jdi cuplikan versi dunia ""before the flood"" di https://m.facebook.com/story.php?story_fbid=2366779306676623&id=100000337294279",0,0,,
Mangkanya presiden prabowo,0,0,,
saya tau apa arah video ini....,0,0,,
"si dungu mana ngerti yg kek bgini , obligasi aja gak tau wkwkwk wkwkwk.. #salamakalsehat #asaljangansiDungu ðŸ¤­ðŸ˜†ðŸ’¤ðŸ’¤ðŸ’¤ðŸ’¤",0,0,,
dulu ada ada yang bilang..orang sumatera..khususnya orang minang kolot..ngk berpikir maju..semua tanah status ulayat..jadi sekarang siapa yang kolot?setelah melihat semua realita ini..salut saya sama orang minang/sumatera khususnya..leluhur mereka sudah bisa membacah apa yg akan terjadi kepada anak cucu mereka kelak..makanya jauh sebelum negeri ini mardeka..leluhur orang sumatera..minang khusus nya..sudah memagari tanah mereka dengan status ulayat..kolot memang..menghambat investasi la kata orang yg sok pintar..tapi kekolotan itu juga anak cucu nya bisa seperti sekarang..ya meskipun masih ada beberapa kasus seperti ini..tapi setidaknya mereka sudah punya pagar nagari sendiri...muda2 han...semua tanah di bumi pertiwi ini jadi halaman sendiri untuk berpijak tanpa belenggu kejuasaan..,2,18,,
"Ini adalah sebuah Pekerjaan Rumah yang Harus di selesaikan"". Dengan cara Bijaksana"". Dengan Kecerdasan Analisa dan Pemahaman Arti Kata Moral Dan Budi pekerti luhur ðŸ˜‘!!!*",0,0,,
Harapan saya Watchdoc membuat Film PEMILU 2019,0,24,,
Betapa jahatnya wahai engkau Penguasa..,0,0,,
Dimana Air bersih lebih langka dari pada air mata,0,0,,
Jokowi mendirikan Perusahaan taun 2009 sebelum beliau jadi President. Keterlibatan Jokowi dan anak anaknya dlm pertambangan Batu bara gak ada sama skali. Dgn modal awal 31M wajar krn mmg Jokowi seorang pengusaha. Lantas salahnya dimana kalau Perushaan Jokowi mengembangkan ke bidang yg lain dan sahamnya di pegang oleh anak anaknya?,0,0,,
"20jt yang ga jadi tranding, kasih linknya di sosmed para petinggi ajalahh",0,2,,
Keluarga pembohong semua wkkk ..ini yg di banggain cebong anak pretsiden hanya jualan martabak ..=D,0,0,,
Subscribe gaes ... Bantu berkembang chaenal bermanfaat seperti ini.,0,1,1,
"ternyata bajingan bgt jokowi , semua cuma pencitraan",0,0,,
"astagfirullah
 Allah pasti mengabulkan doa yang teraniaya. ya Allah sampe segitunya uang kertas di ganti nyawa",0,0,,
Salut sma tim pembuat flim documanter ini.. smg apa yg kita inginkan dan rakyat yg sudah jadi korban tercapai. Jng pernah takut demi kebenaran.,0,0,,
"Gw jamin ini organisasi ga bakal berani ngulas Freeport, padahal ngerusak alam dan ekonomi indo esia, why ? Karna organisasi ini kaki tangan rockffaler, haaa",0,0,,
Salam 2 period,0,0,,
"film dokumenter ini sangat mengesankan sekali, ini bukanlah contoh tetapi ini adalah realistis yang terjadi pada bangsa kita...
 hal serupa yang di dokumenterkan terjadi pada masyrakat di MALUKU UTARA KABUPATEN PULAU TALIABU, agak berbeda di TALIABU adalah pertambangan biji besi, tetapi kasus yang serupa yang saya maksudkan adalah perampasan ruang hidup tanah rakyat yang di rampas dan hak ulayat adat di rampas sesuka hati...
 saya merasa bersyukur telah menoton dokumenter SEXY KILLER ini ...
 
 oleha karena itu ini menjadi pembalajaran untuk kita semuah...
 di berikan pencerahan pada dokumenter SEXY KILLER.
 
 SALAM DARI MALUKU UTARA KABUPATEN PULAU TALIABU...",0,3,,
Bang sandi gg berbohong mah.,0,0,,
"Terkadang heran juga, chanel yg memberikan pengetahuan dan informasi aktual malah sedikit subscribnya..eh giliran chanel gosip, bejibun subscriber nya..ðŸ˜¥",0,0,,
"Kok gak punya hati ya bilang takdirnya meninggal di bekas galian tambang, coba nanti kalau anak bapak meninggal di bekas galian tambang gimana perasaannya ada yg ngomong ky gitu?",1,2,,
Saya meragukan kredibelitas dokumenter ini.,1,0,0,
apakah anda pernah berfikir orang kalangan atas ingin modern dan orang kalangan bawah ingin sejahtera tapi mereka tidak sadar mereka ternyata berlawanan.,0,2,,
"Referensi bagi anda2 utk mengetahui lebih jauh dampak yg ditimbulkan oleh batubara:
 *https://www.mongabay.co.id/2014/02/24/batubara-rusak-lingkungan-sumber-beragam-penyakit-sampai-hancurkan-pangan-dan-budaya/
 *https://www.sciencedirect.com/science/article/pii/S2300396017300551
 *https://www.ucsusa.org/clean-energy/coal-and-other-fossil-fuels/coal-air-pollution
 *keyword google search ""jurnal ilmiah dampak batubara""
 
 Mulailah utk sadar. Masih banyak sumberdaya energi lainnya yg kita miliki. Matahari yg melimpah ruah dengan intensitas sinar terbesar (karna berada pada garis khatulistiwa), Sumber panas bumi dari sabang sampai merauke (karna kita terletak di jalur cincin api pasifik), air terjun di 36 provinsi (indonesia memiliki rata2 curah hujan terbanyak dan pasti tiap tahunnya), tenaga ombak diseluruh bagian indonesia (negara kepulauan dengan garis pantai terpanjang di dunia setelah kanada), tenaga angin yang bisa didapat dimana2 daerah dinegeri ini...sungguh banyak energi terbarukan yg dapat dimanfaatkan utk menggantikan sumber energi konvensional trsbt. Jika mau mulai, mulailah dr sekarang dengan ketekunan..gantikan kebergantungan kita thd sumber energi konvensional trsbt yg nyata2 hasil dr memakai enwrgi itu sangat merusak lingkungan dan kesehatan kita juga..",0,1,,
tutup dengan kontolmu,0,0,,
Film dokumenter yang amazing.....,0,1,1,
Corporate bajingan dan birokrat anjing klo bekerja sama yaa akan seperti ini,0,0,,
"gak ada yg bakalan berani, walaupun itu mata najwa ataupun ilc",0,0,,
Nyesek cuk!! Semoga ada keadilan buat merekaðŸ™ðŸ»,0,0,,
Mau sampai kapan negara ini di tindas oleh pejabat yang mementingkan uang dan uang tanpa mementingkan masyarakat. Ayo viralkan wahai saudara ku agar negara ini terbebas dari koruptor koruptor,0,50,,
"gak ada yang mampu kita lakukan ,mereka penguasanya kita hanya orang kecil",1,0,,
ternyata begini ya Indonesia????Sama sekali TDK menyangka!!,0,3,,
Yg dislike itu pasti pasukan berani mati ya Jokowi dan Sandiaga. Cocok memang kalo mereka bersanding.,3,5,,
"Blm nonton, tapi kata teman saya Film ini tentang keadaan Indonesia saat ini, apa bener sodara"" ???",0,2,,
Rumah udh di bangun bagus2 rusak jadinya .,0,0,,
"Dan kehidupan di dunia ini hanyalah permainan dan senda gurau al an'am 32
 
 Jadi nikmat mana lagi yang kau dustakan",1,1,,
Udah hampir 21 juta kali ditonton ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,0,0,,
OrangÂ² yg unlike video ini pasti ga ngerti apaÂ²,0,0,,
Semua youtuber harus indonesia harus bahas video ini...biar rakyat indonesia pada tahu pihak tv indonesia tidak akan mau menampilkan video ini...buat klian semua pejabat lihat ini yg sering koruptor lihat begok..jangan lah di butakan dengan karna materi..lihat rakyat indonesia..,0,0,1,
Best movie...hrus di kembangkan.terimakasih,0,0,1,
Ya Allah miris-miris rasanya hati nonton vidio ini. ðŸ˜ª,0,1,,
"Semoga dengan tayangnya film ini kita akan semakin sadar bahwa pentingnya untuk menghemat, dan semoga orang2 besar segera sadar dengan keserakahanya selama ini",0,0,,
"Yg nonton stelah pemilu mana suaranya , tau gini mding golput wkwk",0,0,,
Mantap. So dibalik bertarungan PILPRES 2019 adalah pertarungan boss pengusaha batubara. Wow.....tersedar,0,3,,
"siapa bilang tambang itu buruk??.. apa ga malu, komponen elektronik di smartphone kalian, mekanik dikendaran kalian, perhiasan, jembatan, baja gedung bertingkat, sampai energi listrik yg tiap hari kalian nikmati itu dari mana? dibuat dari kayu? bensin dari air?. klo dikatakan tambang merusak lingkungan, sudah pasti rusak, tapi masalahny bagaimana tanggung jawab rehabilitasi & reklamasi lingkungan setelah aktivitas pertambangan.
 yang harus disorot itu bukan aktifitas tambangy tapi post miningny.
 jangan kambing hitamkan energi konvensional lah, kalaupun misalny saat ini ada energi alternatif, itu hanya memenuhi sisi kebutuhan energi saja.. bagaimana dengan kebutuhan mineral? mang ada besi alternatif, nickel alternatif, bauksit, tembaga, emas alternatif?",1,0,,
Astagfirullah nangis gua cok abis nonton sampe abis. Benar sexy killer. Teruslah berkarya buat kebaikan ummat. Amin ya rob,0,1,,
Film luar biasa...mudah2an lebih banyak lgi film2 serupa bermunculan...bnr2 bikin sadar...,0,0,1,
"Enak banget tu Gubernur Kaltim ngomong nya ...
 Adem gitu ...
 
 Ya Allah ... Hanya bisa menghela nafas ngeliat org2 seperti itu ...",0,1,,
Baru 10 menit udah nangis. Ga kuat nonton gimana kita semua yg merusak dunia bahkan dari hal2 kecil yg ga disadari,1,2,,
"Jangan bacain komen dulu kamprett, sana balik lagi keatas !!",0,2,,
Ya Allah selamatkan negri kami,0,1,,
"mereka tidak salah, tapi seharusnya harus ada tindakan setelahnya. dan memikirkan dampak yang diakibatkan terhadap lingkungan dan masyarakat. wallahu'alam semoga mereka tergerak hatinya",0,3,,
Film cari muka.anda tw Pt rakabu.ya it adalah Prusahan milik rakabumi anak jokowii ke 3.Smua batu baru d bawah dy.tp hanya d sebut jual pisang goreng oleh media.,0,0,,
Negara ini memang harus Revolusi,0,0,,
"rakyat kecil aja lagi yg di susahin mah, yg enak mah enak yg susah mah susah, kacau indonesia ini emng gak mikir lagi sama rakyat kecil",0,0,,
Bangsat buat orang2 yg cuma bisa manfaatin hasil bumi gk mikirin gimana nasib bumi untuk anak cucu kita semoga kalian para elit yg tidak bertanggung jawab di laknat Allah aminkan like,0,0,,
"Hmmm....ternyata seperti itu.....
 
 Subscribe me back...thanks..ðŸ˜‡",0,2,,
"wah ini keren parah sih, salut buat tim produksinya",0,0,,
"thanks god klo taun ini saya GOLPUT, saya wirausaha mau hutang dengan bank juga ga bisa karena wajib dengan anggunan, impor dimana2 pengrajin lokal kena imbas barang made in china , rumah tidak mungkin terbeli karena mahalnya harga properti, belum lagi sembako , saya hidup di indonesia tapi tidak merasa tinggal di negara saya sendiri",0,0,,
Saya bisa nebak Yang biayai bikin film ini. ðŸ˜,0,0,,
Suatu pelajaran besar dari sebuah fakta yg di sembunyikan banyak media. Sehat selalu buat kalian,0,0,,
"Limbah B3 itu, singkatannya bukan LB3 tapi LBP",0,0,,
"intinya sekarang masyarakat kita harus bersatu untuk mengontrol roda pemerintahan ini, sekalian untuk menumbangkan ELIT POLITIK DI INDONESIA dan para pejabat"" dari kota sampai ke daerah, yang ""RAKUS"", fokus pada PERORANGAN saja, dan di demo habis habisan deh klw salah(demo digital)(klw gak didanai), gak usah ada kubu"" kampret dan cebong. ""GAK GUNA"" mereka para elit politik sudah sukses membuat masyarakat terkotak kotak, untuk kemaslahatan kelompok mereka,,, jadi intinya fokus kepada pejabat"" yang sekarang lagi di kasih kepercayaan, fokus aja ke mereka per individu, ketika mereka membuat salah, kemudian klw mendapatkan celah kesalahan dari mereka kita lagsung aja dokumentasi dan sebarkan aja, sebanyak""nya, biar mereka merasa di kontrol oleh kita, jangan mereka se enaknya, 
 kemaren ada komunikasi mentri BUMN ngobrol sama dirut PLN apaan tu, ini kenapa ya???!!!! ini link videonya:
 https://www.youtube.com/watch?v=r3yffsJQJCM&t=178s
 
 #PEOPLEPOWER
 #KRISISKEPERCAYAAN
 
 HARUS ADA SEMACAM FORUM YANG NAMANYA : 
 THEY WILL NOT CONTROL US, KITA YANG HARUS MENGENDALIKAN MEREKA, GAK GUNA JUGA WAKIL RAKYAT ITU LOH, HARUS ADA SYSTEM BACKUP DARI MASYARAKAT ASLI, SECARA DIGITAL, BUKAN MASYARAKAT SETINGAN(DPR)",1,2,,
"tadinya mikir ini film apa sih . akhirnya mutusin buat nntn dan seketika merinding melihat fakta mengenai tambang batu bara di indonesia . merinding, miris juga. semoga pemimpin indonesia bisa lebih mempertimbangkan dampak perusahaan batu bara . kesel juga liat gubernur acuh sama masyarakatnya kyk gitu . belum pernah ngerasain di tinggal mati anaknya jadi enteng bgt jawabnya . semoga cepat dapat hidayah.
 
 buat pencetus film ini, jujur anda jenius . anda sejeli itu dan anda niat bgt buat film ini. semoga bapak jokowi nntn film ini dan nyadar juga efek pltu di masyarakat dampaknya sangat memprihatinkan!!!",2,14,,
Apakah itu jawaban gubernur kaltim?? Saya rasa mbah tukang sayur dipasarpun akan berkomentar seperti itu..,1,1,,
"Sekarang tinggal kita sadar, hematlah dalam pemakaian, jaga lingkungan. Karana setiap wat listrik yg kita nikmati sekarang, membuat derita mereka di sana,,,ðŸ˜£",2,8,,
Next Dokumenter Hutan Jadi Lahan Sawit & Akibat Terhadap Lingkungan Sekitarnya..(^_^),1,2,1,
"Telah nampak kerusakan di darat dan di laut disebabkan karena perbuatan tangan manusia, supaya Allah merasakan kepada mereka sebahagian dari (akibat) perbuatan mereka, agar mereka kembali (ke jalan yang benar).(QS. 30:41)",0,2,,
Semoga ini bisa viral.. ayo download via web browser.. jngan sampai video ini tiba2 hilang dan tak bisa di tonton..,1,2,1,
Sedihnya indonesiaku... Semoga indonesia ku di utuskan oleh allah seseorang untuk mengindahkannya,0,0,,
Kebijakan yg sangat busuk -_-,0,0,,
"Rezim yg sangat busuk , orang2 bawah semakin di tindas sama orang2 yg punya, bangsat !!!!",0,0,,
Sekelas gubenur ngimengnye #jangan2 ada hantunya,0,0,,
"NKRI hanya dijadikan ajang bagi mereka-mereka yang ingin membuat kerajaan kekuasaan dan kerajaan keuangan, pada dasarnya bukan batu bara yang ditambang mereka-mereka tapi harta rakyat Indonesia dengan cara yang SEXY.",0,1,,
"Doa orang-orang yg dianiaya insya allah dikabul allah swt & allah telah membuktikannya , yg tabah saudara-saudaraku â˜º",0,2,,
Apakah ada yg kemarin sudah nyoblos pilihannya trus merasa salahpilih dan menyesal setelah melihat video ini.,0,3,,
"Nikmati sajalah PLTU itu, kan daerah kau JKW menang besar (jateng)...wlu sdh bergaya totaliter.....org paling dunggu di asosiakan dlm banyak pribahasa berbagai ""keledai"" krn keledai terperosok dlm lubang yg sama",0,1,,
kok ada bang @hotmanparisofficial di menit 1:21:50 ? itu bang hotman berada di kubu siapa?,0,0,,
"Film yang luar biasa, membuka mata terhadap lingkungan kita sekitar yang sangat penting...",0,0,1,
Perlu usaha besar dan untung besar bagi LBP utk mengaji lebih dari 50 mantan jendral yg dijadikan direktur utk memperkuat jaringan dia dan memperkuat posisi politiknya dan mengamankan usaha2nya,0,0,,
"Film bagus, membuka ruang yg selama ini tertutup. Kerusakan lingkungan, tatanan kehutanan, sampai dengan kehidupan. Karena keserakahan segelintir orang.ðŸ˜­",0,1,1,
Disini pasti ada kroni2 pemilik seluruh tambang di atas atau pejabat2 yg terkait. Demi allah apa yg kalian lakukan itu pasti akan di azab di neraka.. Anda2 tidak akan lolos dari siksa dan azab api neraka. Ingat harta yg kalian keruk itu tidak pernah akan bisa menolong anda. !!!!,0,0,,
"Ingin menjadikan negara Indonesia maju, harus ada aset yg dikorbankan contoh pulau Kalimantan yg habis hutannya yg dikeruk perut buminya yg menderita rakyatnya. Hidup kaya pejabatnya jadi boneka pemerintahan para pengusahanya",0,0,,
"Allah maha mengetahui, kita serahkan semua kpadamu ya rabb",0,1,,
Selalu nangis tiap warga2 yg di wawancara,0,0,,
Film hebat.. lihat lah indonesia tercintaðŸ‡®ðŸ‡©,0,0,1,
"Sexy killer film dokumentasi yang hanya melihat sisi negatif pertambangan, coba juga d buat sisi positifnya.",0,0,0,
"Jauh beda dengan perusahaan bpk. Prabowo yg menjaga alam supaya tak rusak, tumbuh subur pepohonan hijau ditanah yg beliau punya. Sebaliknya luhut dan jokowi Pengusaha RAKUS!!! tanpa memperdulikan kelestarian alam dan mata pencarian petani.",1,0,,
"Telah nampak kerusakan di darat dan di lautan akibat perbuatan tangan (maksiat)[1] manusia, supaya AllÃ¢h merasakan kepada mereka sebagian dari (akibat) perbuatan mereka, agar mereka kembali (ke jalan yang benar) [ar-RÃ»m/30:41]",0,0,,
"Gubernur Kaltim isran nur payah... Kalau hidup mengejar uang jadinya ya begini. Dari pejabat mengizinkan pengusaha tambang, dari pengusaha tambang semaunya menambang gk mikirin efek negatif terhadap masyarakat sekitar tambang dan masyarakat sekitar tambangpun senang dengan uang ganti rugi yg merelakan lahan pertaniannya di rampas hasil batubaranya. 
 
 Disini adalah pemerintahnya yg bertanggung jawab bukan pengusaha karena pengusaha taunya hanya untung. Tanpa izin dari pemerintah, pengusaha pun tidak bisa berbuat semaunya.",0,0,,
Malu gw punya gubernur ky gitu. Tapi gak heran gubernurnya dari Gerindra & PKS,0,0,,
mudah mudaha bapak gubernur nya ygjatu di situ dan mati,0,0,,
"Bumi sudah tua,,
 Generasi penerus bangsa yang suka begal, rampok, jambret, maling 
 Anak sekolah yang suka bentrok, warnetan, pubg, mobile legend,
 Rebutan cewe, durhaka sama orangtua, ngelem lah, mabok lah, narkotika lah, ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ya alloh gak bisa ngmg lagi lah",2,21,,
Kenapa gajadi trending satu ajasih T_T,0,0,1,
"Tanpa mengurangi rasa hormat serta apresiasi terhadap video dokumenter ini, saya memiliki sudut pandang yg sedikit berbeda, sekiranya kita sbg warga negara Indonesia yg menuntut adanya keadilan bagi masyarakat kecil juga alangkah baiknya ikut menciptakan/mengajukan ide dan solusi ttg bagaimana sebaiknya proyek serta proses yg terkait didalam suplai energi batubara agar dapat terus berjalan tanpa merugikan rakyat kecil dan warga pedesaan disekitar lokasi penambangan maupun PLTU... But nonetheless, saya salut dgn video maker documenter ini dgn segala proses pembuatan dan riset yg sudah di tempuh utk akhirnya dpt menciptakan satu karya fenomenal spt iniâ€¦ Semoga setelah ini byk video2 lain yg menginspirasi kami-kami yg fakir ilmu dan pengetahuan ini :)",0,6,,
april 2019....salut nie yg buat gerakan....,0,1,,
"Ø§Ù„Ù„Ù‘ÙŽÙ‡ÙÙ…Ù‘ÙŽ ØµÙŽÙ„Ù‘Ù Ø¹ÙŽÙ„ÙŽÙŠ Ø³ÙŽÙŠÙ‘ÙØ¯ÙÙ†ÙŽØ§ Ù…ÙØ­ÙŽÙ…Ù‘ÙŽØ¯Ù ÙˆÙŽØ£ÙŽØ´Ù’ØºÙÙ„Ù Ø§Ù„Ø¸Ù‘ÙŽØ§Ù„ÙÙ…ÙÙŠÙ’Ù†ÙŽ Ø¨ÙØ§Ù„Ø¸Ù‘ÙŽØ§Ù„ÙÙ…ÙÙŠÙ’Ù†ÙŽ ÙˆÙŽØ£ÙŽØ®Ù’Ø±ÙØ¬Ù’Ù†ÙŽØ§ Ù…ÙÙ†Ù’ Ø¨ÙŽÙŠÙ’Ù†ÙÙ‡ÙÙ…Ù’ Ø³ÙŽØ§Ù„ÙÙ…ÙÙŠÙ’Ù†ÙŽ ÙˆÙŽØ¹ÙŽÙ„ÙŽÙŠ Ø§Ù„ÙÙ‡Ù ÙˆÙŽØµÙŽØ­Ù’Ø¨ÙÙ‡Ù Ø£ÙŽØ¬Ù’Ù…ÙŽØ¹ÙÙŠÙ’Ù†ÙŽ
 
 ""_ Ya Allah berikanlah shalawat kepada pemimpin kami Nabi Muhammad,
 dan sibukkanlah orang-orang zhalim agar mendapat kejahatan dari orang
 zhalim lainnya, selamatkanlah kami dari kejahatan mereka.
 Dan berilanlah shalawat kepada
 seluruh keluarga dan para sahabat beliau.""",0,17,,
hanya orang bodoh yg masih debat tntang siapa yg jdi presiden 01 atau 02 (setelah nonton flim dokumenter ini)..,0,0,,
"Kabar gembira hari penghakiman benar2 ada, dan amat dekat",0,0,,
Inginku mengumpat setelah nnton ini. ðŸ˜”,0,1,,
"Mata najwa mana brani angkat topik ini,,takut di jewer ama bpak nya nntik krna terbongkar nya kebusukan rezim ini yg slalu pakai topeng lugu dan kalem itu.....",0,3,,
kok ini gk tranding knapa ya? malah kalah sama video klip lucinta luna..,0,0,,
Kemungkinan bencana alam yg terjadi akhir2 ini di seluruh pelosok indonesia terjadi karena keserakan ini. Miris saya membayangkan bagaimana 20 hingga 30 tahun mendatang nasib bangsa iniðŸ˜­,0,0,,
"ini baru journalist sejati.. 
 Bukan kaya sekarang di tv tv, mereka banyak yg abal abal.",1,64,1,
